positive_prob,neutral_prob,negative_prob
0.009079371,0.5549764,0.4359442
0.0021019012,9.877938e-4,0.9969103
6.4318394e-4,0.0016475788,0.9977093
5.2228366e-4,0.99748766,0.0019901183
0.0068119066,0.990417,0.002771151
0.19159687,0.7523848,0.05601838
6.690094e-4,0.035106666,0.96422434
7.472647e-4,3.05151e-4,0.99894756
0.003913553,0.91647583,0.0796106
0.0031486747,0.83587956,0.16097184
0.009900266,0.927766,0.06233369
9.312979e-4,0.002180333,0.99688834
0.0010216231,0.9912565,0.0077218716
7.5515395e-4,0.99756455,0.0016803746
7.329957e-4,9.262903e-4,0.9983407
4.244669e-4,0.9974993,0.0020761762
8.8256283e-4,0.99285114,0.0062662866
0.0057191947,0.90718794,0.08709292
0.0019127378,0.93484527,0.06324197
0.34917971,0.5065737,0.14424664
0.0049164,0.006128922,0.98895466
0.0014125962,0.82862717,0.16996028
0.0016624144,0.9643856,0.033952046
7.705688e-4,0.98207617,0.017153276
0.0016915777,0.034069628,0.9642388
8.492965e-4,9.6392765e-4,0.99818677
0.004645726,0.9944285,9.257418e-4
5.977573e-4,0.9976,0.0018022258
0.87384385,0.12563196,5.2423426e-4
0.0026220484,0.35706177,0.64031625
9.5752114e-4,0.0075863707,0.9914561
0.027851295,0.024567304,0.94758135
0.0013809948,0.99661094,0.0020080311
0.001283475,0.73461217,0.2641044
0.0061373413,0.9931553,7.072972e-4
5.746195e-4,7.367836e-4,0.99868864
6.6612585e-4,5.350746e-4,0.9987987
0.19582334,0.7894383,0.014738331
0.98894066,0.008159811,0.0028994847
5.614686e-4,0.005753624,0.99368495
0.0021488247,0.969462,0.028389277
0.009066244,0.98918253,0.0017512521
0.0010579305,6.264902e-4,0.9983156
0.027997117,0.9388518,0.0331511
0.03725586,0.0010023988,0.9617418
0.5206451,0.47777876,0.0015760902
0.0010574093,0.05585541,0.9430872
0.0068119066,0.990417,0.002771151
5.5600493e-4,0.007951119,0.9914929
0.0015874824,0.28725415,0.7111584
6.3275994e-4,5.186662e-4,0.99884856
0.08343987,0.0012285031,0.91533166
0.014580366,0.95673656,0.028682988
0.009365668,0.27113044,0.7195039
0.0037761948,0.9840826,0.012141313
0.008077728,0.9765844,0.015337799
9.960955e-4,0.005300381,0.99370354
0.99872285,5.357164e-4,7.413791e-4
0.01944924,0.7366852,0.24386553
0.0142204575,0.9848289,9.5066644e-4
0.058227148,0.57623416,0.36553875
0.003784157,0.9957023,5.134712e-4
0.91339415,0.078629784,0.007976032
0.9957064,0.0038479457,4.4566044e-4
0.99344385,0.0029821778,0.0035740603
0.07366859,0.9162349,0.010096477
0.9982496,0.0012563777,4.9401267e-4
0.9981919,0.001413166,3.9489003e-4
0.6615632,0.3366515,0.0017853273
0.387583,0.6099917,0.0024253358
0.0655367,0.9192451,0.015218177
6.5208983e-4,3.203593e-4,0.9990276
0.0857164,0.85941106,0.054872602
0.9932811,0.0062216893,4.971931e-4
0.0025410955,0.9968437,6.152161e-4
8.560464e-4,0.99273723,0.006406623
0.0013786103,0.9923429,0.0062785144
0.001349051,0.0059647937,0.99268615
0.0022416764,0.99581534,0.0019429709
6.2447024e-4,0.0027616213,0.9966139
0.010800647,0.46498942,0.52421
0.007986736,0.14561647,0.8463968
0.27480075,0.72351056,0.0016887054
0.99805754,0.0015604148,3.8200317e-4
0.012252151,0.98727953,4.6835523e-4
0.9646359,0.009601725,0.025762312
0.0012632959,0.997477,0.001259748
0.01983328,0.97958803,5.7875196e-4
0.0021727572,0.9971891,6.380981e-4
0.9975012,0.0020299035,4.6884274e-4
0.99494714,0.00453912,5.138471e-4
0.01526098,0.91905075,0.06568834
0.0012160268,0.99794346,8.405045e-4
0.006506732,0.9916134,0.0018798618
0.002630891,0.9967816,5.874887e-4
0.006291038,0.9927348,9.7417284e-4
0.26029676,0.7383569,0.0013463479
0.94964516,0.0435563,0.0067984485
0.0014506509,0.94557977,0.05296964
0.93270355,0.059223294,0.008073196
6.6172145e-4,3.048846e-4,0.99903345
0.08352537,0.046803977,0.8696706
0.0013064687,0.021243235,0.97745025
0.9586639,0.04061112,7.25058e-4
0.009089795,0.9861865,0.004723609
0.014144307,0.22073956,0.76511616
0.046975512,0.95069325,0.002331196
0.99758923,8.409079e-4,0.0015698816
7.6832366e-4,0.0029170634,0.9963146
4.8360173e-4,8.2027825e-4,0.99869615
0.019159611,0.9803991,4.412959e-4
0.0011581496,0.0011825389,0.9976593
0.0029226956,0.11671806,0.8803593
0.0020843283,0.00486677,0.9930489
0.0013268156,0.99759185,0.0010813602
0.001593596,3.055199e-4,0.99810094
5.7334104e-4,4.9942493e-4,0.9989272
0.0022855462,0.56350124,0.43421322
0.75780207,0.23007925,0.012118688
0.45501897,0.2547473,0.29023373
0.0017885226,0.88572544,0.11248604
0.0094057415,0.98586094,0.0047332807
0.067735694,0.9302277,0.0020366062
0.053376816,0.94574803,8.7519415e-4
0.9972258,0.0017854497,9.886932e-4
0.0055901133,0.76751703,0.22689287
5.5478764e-4,0.99834645,0.0010987525
0.0010055165,0.017563676,0.98143077
9.743766e-4,0.06268058,0.936345
4.450261e-4,6.630373e-4,0.998892
0.008385582,0.9904943,0.0011202366
0.0029160243,0.99639195,6.920325e-4
0.0021154913,0.98489517,0.012989332
5.516594e-4,0.9946091,0.004839222
6.416655e-4,0.99779737,0.0015609842
6.853514e-4,0.9931896,0.0061250487
0.002106785,0.0013626186,0.9965306
0.28068924,0.7182277,0.0010830635
0.021736031,0.97694075,0.0013232265
7.599515e-4,0.9894377,0.009802368
0.3668144,0.632155,0.0010305612
0.002085356,0.99612385,0.0017908021
0.001589155,0.9980027,4.082078e-4
5.985533e-4,0.99338126,0.006020199
0.004318335,0.9938548,0.0018268458
8.07751e-4,0.0016533135,0.9975389
9.0794975e-4,0.9981445,9.4748416e-4
0.008988485,0.91732615,0.0736854
0.0012103377,0.057744987,0.9410447
0.998026,0.0014662388,5.077278e-4
0.025349986,0.9739007,7.4929214e-4
7.0825644e-4,0.9958229,0.0034688124
0.003563926,0.86513805,0.13129798
0.005192176,0.0029792336,0.9918286
0.9920025,0.0017059663,0.0062915194
0.001607151,0.997575,8.178655e-4
6.5918284e-4,0.0046273028,0.9947135
0.004372203,0.9730969,0.022530854
0.0024583004,0.9958786,0.0016631646
0.12804873,0.8685558,0.0033954862
0.010999883,0.9882373,7.6282694e-4
0.09727358,0.8975706,0.005155848
0.007375875,0.99147487,0.0011492756
0.0012009752,0.99784267,9.5642544e-4
0.0032059571,0.840974,0.15582007
0.0015344006,0.99614197,0.0023236468
5.039824e-4,0.9976065,0.0018894349
0.0031988777,0.99566287,0.0011382039
0.0039441977,0.9719508,0.024105025
0.07952242,0.72236323,0.19811434
0.8593085,0.13866399,0.0020275067
0.005734981,0.0034285442,0.9908365
0.0013551349,0.99761754,0.0010272999
0.0010922425,0.9979208,9.869791e-4
0.0030668387,0.9964671,4.6595896e-4
0.23416956,0.7630943,0.0027361498
0.0022566523,0.045778804,0.95196456
0.96415704,0.02801327,0.007829695
0.59532684,0.3825877,0.022085477
8.617941e-4,0.008763247,0.990375
0.9665963,0.031173935,0.0022297367
7.18168e-4,0.05801455,0.9412673
0.9984787,0.0010186492,5.027002e-4
0.008411252,0.97210604,0.019482736
0.09199365,0.013570238,0.8944361
0.006101379,0.5238143,0.47008434
9.172886e-4,0.9976574,0.0014252821
0.034911525,0.8816628,0.08342564
0.99642795,0.0030930927,4.789392e-4
0.9946016,0.0022794018,0.0031189946
0.001973659,0.9972126,8.136865e-4
0.99757415,0.0017910439,6.347879e-4
0.60229933,0.35523716,0.042463563
0.04899701,0.9480326,0.0029703646
0.84521437,0.1529777,0.0018079045
0.9118112,0.015697384,0.0724915
0.95747894,0.016810833,0.025710212
0.93689096,0.06243725,6.7179254e-4
0.99829036,6.5252715e-4,0.0010571812
0.19585034,0.23162822,0.57252145
9.0101955e-4,0.010555346,0.9885436
0.0010945502,0.9982589,6.464982e-4
0.0012591868,5.4658955e-4,0.9981943
0.0013815205,0.0039819884,0.9946365
0.0032849724,0.0016161886,0.9950989
0.053343978,0.046610314,0.90004575
0.0064543867,0.9932742,2.7135096e-4
0.003857322,0.95177555,0.044367157
0.0021589187,0.9962282,0.001612871
6.6374434e-4,0.99868196,6.5433944e-4
0.008313482,0.86958486,0.122101605
0.00639371,0.0060442337,0.98756206
0.19772746,0.8006813,0.001591333
4.7074378e-4,0.0013022908,0.99822694
0.0013521891,0.9858795,0.012768386
0.011760705,0.05634137,0.93189794
0.8392868,0.15990062,8.1250706e-4
5.974829e-4,0.9918162,0.007586402
0.014812018,0.98362374,0.0015641528
0.0013260584,0.9752686,0.023405384
6.285626e-4,0.0057916865,0.99357975
0.0022254186,0.9972465,5.280467e-4
0.020466313,0.8209566,0.15857705
0.009961825,0.0011878107,0.9888503
0.0011875905,0.9728204,0.025991935
5.737376e-4,0.9982729,0.0011533343
7.103654e-4,0.99749076,0.0017988571
0.0015380024,0.978284,0.020177983
0.0010732104,0.9855967,0.013330049
5.8025395e-4,0.9961772,0.0032425865
7.693014e-4,0.99783933,0.0013914289
0.0010714566,0.99825937,6.691825e-4
0.0011360747,0.99747723,0.0013867087
5.716383e-4,0.9976774,0.0017510742
4.7408332e-4,0.9982998,0.001226172
0.0038058804,0.995346,8.4813306e-4
5.6986866e-4,0.9985991,8.3106785e-4
0.0010967012,0.9982699,6.3331804e-4
0.09059352,0.90134513,0.008061325
0.004552,0.022257498,0.9731905
0.003623035,0.9958104,5.6661206e-4
5.181605e-4,0.0018858155,0.99759597
0.006657599,0.015790293,0.97755206
0.01635257,0.036458943,0.9471885
0.001066276,8.4918365e-4,0.99808455
0.0013274,0.46578452,0.5328882
7.897121e-4,0.98785365,0.011356697
5.867097e-4,7.9656794e-4,0.9986167
0.0024522177,0.9970059,5.420027e-4
0.01574149,0.9839056,3.5288918e-4
0.0010149243,0.99122685,0.0077582262
0.010078424,0.0624422,0.92747945
0.0012012688,0.9984464,3.5227925e-4
0.0046246406,0.99455935,8.158944e-4
0.0015058654,0.002355045,0.9961391
0.0010382822,0.9980956,8.6624746e-4
0.009813257,0.46151212,0.5286746
0.6987356,0.29947883,0.0017856021
0.003056297,6.10507e-4,0.9963331
0.40707064,0.5915928,0.0013365546
4.629728e-4,0.99824476,0.0012922029
0.0023542247,0.98754483,0.010100939
0.0042408835,0.8733703,0.12238884
6.1988994e-4,7.861511e-4,0.998594
4.277241e-4,0.9809194,0.018652875
0.0013819195,0.9982431,3.7500914e-4
0.0036518108,0.99388474,0.002463406
9.026708e-4,0.99776816,0.001329242
0.0131206615,0.9859956,8.838053e-4
0.9968003,0.0029548062,2.4490818e-4
0.014322647,0.9466566,0.039020818
0.07937183,0.010518449,0.91010976
0.008380247,0.5291158,0.46250388
0.0012370184,0.26533812,0.73342484
0.110321,0.88705164,0.002627306
0.0065548248,0.68124634,0.31219876
7.571604e-4,0.9982607,9.82065e-4
0.0020261966,0.9970124,9.614379e-4
0.0016129786,0.9965893,0.0017977782
0.0038875176,0.99561983,4.926478e-4
0.0132262325,0.965313,0.02146079
0.03298356,0.95773125,0.009285177
0.034449898,0.9609646,0.0045854216
0.93869454,0.05221756,0.009087924
0.0012028156,0.99671954,0.0020777052
0.5253232,0.118960425,0.35571638
0.0016491609,6.0495245e-4,0.9977458
3.769955e-4,0.9984445,0.001178582
0.54070437,0.45832115,9.74457e-4
3.484907e-4,0.0023974725,0.9972541
0.1313278,0.86541027,0.003261974
0.06422946,0.93517554,5.9495884e-4
0.0016334574,0.029584235,0.96878237
0.13725042,0.51156586,0.35118374
0.0017920336,0.88369024,0.114517726
6.031534e-4,9.894739e-4,0.9984074
0.002500034,0.006560182,0.99093974
0.3294472,0.6108827,0.059670087
0.002443748,0.9970511,5.0513033e-4
5.7058205e-4,0.005643763,0.9937856
0.031490173,0.94957066,0.018939096
0.0017921964,0.9974491,7.587052e-4
0.05661653,0.94129294,0.0020905344
0.097428046,0.8491185,0.053453427
0.27472964,0.71608275,0.009187593
0.0016620768,0.9975339,8.0393255e-4
0.9902666,0.008947576,7.8580494e-4
0.52598715,0.41860038,0.05541242
0.16646999,0.70228094,0.13124909
0.07550476,0.20763604,0.71685916
0.012673214,0.21670547,0.77062136
0.96818876,0.03006798,0.0017432558
6.4571074e-4,8.136105e-4,0.99854064
0.0209595,0.9785217,5.189092e-4
0.9982368,0.0013810432,3.8221077e-4
0.073260896,0.92614824,5.908379e-4
0.013886663,0.0016207246,0.98449266
0.026610924,0.96744645,0.005942624
0.0026912843,9.430328e-4,0.99636567
8.279009e-4,9.104843e-4,0.99826163
0.013611786,0.98593533,4.529108e-4
0.0028974153,0.99613625,9.6623483e-4
0.006811421,0.9925513,6.372241e-4
0.51954323,0.022306344,0.45815048
0.009490113,0.9896827,8.2713435e-4
0.0011774983,0.99637693,0.0024456347
0.005460818,0.974326,0.020213114
0.0025913734,0.9963295,0.0010791455
0.7623872,0.23643202,0.0011808315
0.0014455292,0.99781954,7.349486e-4
0.0036010016,0.99566615,7.328252e-4
8.573627e-4,0.001923632,0.99721897
0.007421799,0.9913812,0.001197004
0.005087328,0.99418855,7.24163e-4
8.4066263e-4,3.7101202e-4,0.9987883
0.99640524,0.0031651591,4.2963703e-4
0.61285836,0.3850853,0.0020563088
0.067566216,0.9319166,5.172026e-4
0.0020441755,0.9963082,0.0016477123
0.1435095,0.8470786,0.009411814
0.0021155393,0.9973436,5.4086343e-4
0.001134312,0.9983103,5.553713e-4
0.0020012509,0.99713045,8.683339e-4
0.0032538213,0.9960853,6.6096376e-4
0.001122892,0.99103105,0.007846062
0.001383368,0.9973767,0.0012399857
8.3137833e-4,0.9981571,0.0010115278
0.0014699978,0.9978108,7.1928476e-4
0.0013225306,0.9980958,5.8164797e-4
0.0010305763,0.9954934,0.0034759704
0.012396213,0.98699933,6.043993e-4
0.0074361204,0.99191636,6.475185e-4
0.99666435,6.4518926e-4,0.0026905432
0.00213949,0.9963232,0.0015373048
0.0022182458,0.9963038,0.0014779669
0.0031285526,0.7553328,0.24153861
0.003867608,0.9932721,0.0028602607
5.447066e-4,0.99830174,0.0011535084
0.028581103,0.97098285,4.3598717e-4
8.8053e-4,0.9982457,8.737922e-4
0.0021676617,0.9910296,0.006802739
0.1537946,0.8370304,0.009175034
0.06782706,0.93162256,5.503596e-4
9.7544206e-4,0.9965558,0.0024687217
0.002442525,0.99211043,0.005447121
7.928465e-4,0.99257493,0.0066321893
0.005612107,0.99126726,0.0031205486
0.0018108154,0.9976845,5.0472235e-4
0.0015641389,0.99618196,0.0022539566
0.0013978812,0.99749327,0.0011088237
0.0016778905,0.0019376621,0.9963844
5.447887e-4,0.0042677624,0.99518740000000006
0.0030129233,0.9965778,4.092471e-4
0.9952739,5.5395515e-4,0.0041722176
0.122679204,0.5173454,0.35997534
0.022421375,0.33833078,0.63924783
0.99738437,9.287826e-4,0.001686851
0.0020216098,0.001405984,0.9965724
5.6353834e-4,0.99789965,0.0015368339
0.3810882,0.19161206,0.42729977
0.9966485,0.0015128617,0.001838675
0.0017231543,0.037045553,0.9612313
6.825811e-4,0.998197,0.0011204812
0.003458039,0.38816297,0.608379
0.9274949,0.072003484,5.0165196e-4
0.0015322429,0.04540499,0.9530628
0.0014009068,0.991228,0.0073710433
0.002314878,0.9968219,8.6323614e-4
0.0034535108,0.15626483,0.8402816
8.0581475e-4,4.706845e-4,0.99872345
5.93555e-4,0.9975903,0.0018161508
0.04957488,0.30360886,0.64681625
0.0013944763,0.009753382,0.98885214
0.001946142,0.0011125262,0.99694127
0.0047664572,0.022296548,0.972937
0.0051467037,0.9883387,0.0065146177
0.9986771,2.1773165e-4,0.0011051284
0.043667138,0.9550657,0.0012670332
0.0033610607,0.99591786,7.211763e-4
0.1991576,0.79882807,0.0020143096
0.9964623,0.0027244098,8.13331e-4
0.0010986628,6.3347496e-4,0.9982679
8.1670436e-4,0.99555427,0.0036290167
0.0015506514,0.9976241,8.2518783e-4
8.0953323e-4,0.99177915,0.007411305
0.3876119,0.09384434,0.5185438
7.4571476e-4,0.18078203,0.81847227
0.04503029,0.43947688,0.5154928
0.07537371,0.16749257,0.75713366
0.98705566,0.012595254,3.4914023e-4
0.012896017,0.98387927,0.0032246883
0.005742659,0.31415385,0.6801034
0.07582355,0.0042541963,0.91992223
0.001946142,0.0011125262,0.99694127
0.4957154,0.31076893,0.1935157
0.02034538,0.9790633,5.914103e-4
0.0012329271,0.99722064,0.0015464864
0.003569347,0.99571157,7.19088e-4
0.03220794,0.9670605,7.3161296e-4
0.0069324616,0.97592545,0.017142102
0.024494663,0.97498554,5.1979563e-4
0.81561947,0.18180482,0.0025757179
0.023460077,0.0118087195,0.9647312
0.005024183,0.99351984,0.0014559302
0.053629994,0.9456129,7.57034e-4
0.0024614143,0.9815245,0.01601417
0.966969,0.029485889,0.0035450337
0.013692679,0.9847674,0.0015399909
9.2965335e-4,0.9980957,9.7468885e-4
0.995626,0.0037280042,6.459681e-4
0.0019836354,3.3355888e-4,0.9976828
0.0018009554,0.99670523,0.0014939011
0.113307066,0.0027994507,0.8838935
0.00059013170000000005,0.0014242466,0.9979856
0.0063469363,0.9741046,0.019548494
0.011769031,0.98768055,5.504449e-4
0.0069914875,0.9912077,0.0018008058
0.07387754,0.92550355,6.1879575e-4
0.011165185,0.9788472,0.009987611
0.0017546365,0.99688417,0.001361116
0.066180155,0.9314317,0.0023881563
0.8178327,0.18106423,0.0011030763
0.021906078,0.97679806,0.0012958618
0.105033144,0.8847198,0.010247055
0.015171562,0.006373821,0.9784546
0.013382644,0.96295655,0.023660831
0.0013102171,0.0020190782,0.9966708
0.001749609,0.0024405648,0.9958098
0.003185398,0.0011278159,0.9956867
6.384112e-4,0.0025567443,0.99680483
0.0034629605,0.013784996,0.982752
0.004476234,0.46476433,0.5307595
8.355251e-4,2.935545e-4,0.9988709
0.0030584903,3.1596876e-4,0.99662554
0.0034836112,0.47208613,0.52443033
0.009191481,0.9900885,7.200186e-4
0.46987385,0.5243156,0.005810567
0.001718214,0.8447625,0.15351933
9.07345e-4,0.9835316,0.015561009
0.0018943967,0.996333,0.001772563
0.0026167259,0.9963378,0.0010455394
6.739581e-4,0.99750715,0.0018189296
0.008129881,0.08193951,0.9099306
8.150153e-4,0.0010475952,0.99813735
0.0016821658,0.3382433,0.6600745
0.0011237607,0.995249,0.003627217
0.0017788409,0.99791604,3.051544e-4
4.974736e-4,0.9989299,5.725045e-4
6.511749e-4,0.99819213,0.0011567768
6.3002337e-4,0.98182815,0.017541798
8.9296774e-4,0.32195497,0.67715204
9.006817e-4,0.99612755,0.0029717255
0.31690648,0.6757899,0.0073035266
0.0031062614,0.5511462,0.44574755
0.007908742,0.0016776146,0.9904136
0.005794657,0.006519642,0.9876857
0.12352703,0.8757022,7.707601e-4
0.78988904,0.19924025,0.010870704
0.13481832,0.0020170538,0.86316466
6.98679e-4,0.9961861,0.0031153325
5.547128e-4,0.9922873,0.00715805
0.027432622,0.97213554,4.3179182e-4
0.98329145,0.0055986624,0.011109878
0.0039487467,0.99170095,0.0043503162
0.058486655,0.94027215,0.0012411644
0.005995418,0.9936373,3.6735192e-4
0.19647911,0.8024408,0.0010800652
0.99686545,6.308566e-4,0.002503636
0.001452881,0.99698573,0.00156142
0.03784439,0.9605063,0.0016493179
0.008331036,0.05069212,0.94097686
0.031029345,0.5069491,0.46202147
0.9691133,0.028372658,0.0025139665
0.0044282563,0.9951324,4.3924633e-4
0.006253042,0.99230945,0.0014375378
0.0030891856,0.004717099,0.9921937
0.0121923145,0.9875465,2.6121933e-4
0.07981868,0.012122983,0.9080583
0.009614986,0.989,0.0013850222
0.8272864,0.12777597,0.044937685
0.5584674,0.33754286,0.10398977
0.0027456954,0.98158354,0.015670722
0.0026271213,0.9966827,6.9023273e-4
8.8308455e-4,0.99656373,0.0025531887
0.0020820887,0.9973827,5.351509e-4
0.025044918,0.9745675,3.8756576e-4
0.9907726,0.002125321,0.007102018
0.0017491806,0.9621582,0.03609265
0.006431986,7.754572e-4,0.9927926
0.72892344,0.2687992,0.002277321
0.9807248,0.01827464,0.0010005129
0.0063929185,0.79320395,0.20040311
0.0011495466,0.048147954,0.9507025
0.9930589,0.0060459906,8.950981e-4
0.87354815,0.0774119,0.04903987
0.070690855,0.015535905,0.9137732
0.9452763,0.047284417,0.007439319
0.0032662002,0.9084788,0.08825495
0.8643673,0.08599805,0.04963466
0.0042748367,0.98627925,0.009445809
0.0039696484,9.80845e-4,0.99504954
0.0012446623,0.9976695,0.0010857867
0.0020883786,0.0028766694,0.99503493
0.7169774,0.02252895,0.2604936
6.448909e-4,4.608311e-4,0.9988943
0.005928174,0.99207073,0.002001086
0.67500174,0.32369834,0.0012998794
0.0037920868,0.9959037,3.042711e-4
8.809314e-4,0.07660303,0.92251605
0.54526603,0.14163692,0.313097
0.9807248,0.01827464,0.0010005129
0.9907726,0.002125321,0.007102018
0.30527452,0.6932456,0.0014798231
0.42385,0.44158646,0.13456352
0.004666463,0.95011145,0.045222066
0.997835,3.1450368e-4,0.0018504894
0.0026166677,0.9956897,0.0016936653
0.0024613235,0.0010096425,0.99652904
0.9297362,0.06804314,0.0022206756
0.2602462,0.7373046,0.0024492575
0.9975575,0.0018826621,5.597068e-4
0.0031361447,0.013641636,0.9832222
0.006994434,0.9925271,4.7846235e-4
0.008940793,0.9898694,0.0011897847
0.003513698,0.88421345,0.11227287
0.0045131072,0.993568,0.0019189247
0.0020042644,0.98728174,0.010713939
0.0013512454,0.997827,8.216746e-4
0.0019590063,0.9545391,0.04350186
0.0016243464,0.9862114,0.012164104
5.751474e-4,0.99780315,0.0016217333
0.005289496,0.99323446,0.0014760225
0.004025554,0.9946396,0.001334818
0.986626,0.007322405,0.006051646
0.0049583362,0.0024291237,0.9926125
0.0057002525,0.99360245,6.972462e-4
0.0048644342,0.95284563,0.04228995
0.24934398,0.33299425,0.41766182
0.005966121,0.023527887,0.97050595
0.023161294,0.04125818,0.93558055
0.011278163,0.8091513,0.17957056
0.9684207,0.016399639,0.015179761
0.0010905085,0.0024084558,0.99650097
0.9755393,0.0069895163,0.017471226
0.0015353719,0.9949149,0.0035497558
0.002936006,0.017217614,0.9798464
0.0072821775,0.111799456,0.8809184
0.019240974,0.8679189,0.11284012
0.7542421,0.24451867,0.0012391949
0.0045691673,0.0032624234,0.99216837
0.009584424,0.9852445,0.005171058
0.07628856,0.0675954,0.85611606
0.5472067,0.4037897,0.049003575
0.13366506,0.8652287,0.0011061636
0.99900097,4.8549636e-4,5.1355007e-4
5.0295604e-4,0.99611,0.003387032
9.216677e-4,0.99097276,0.008105643
5.433443e-4,0.9984987,9.5792714e-4
0.012737276,0.76440096,0.22286175
0.022177448,0.97482,0.0030026296
0.0038867153,0.99579793,3.1532574e-4
0.0012776484,0.9972676,0.0014547963
0.0028531668,0.034205716,0.96294117
9.1685605e-4,0.9947237,0.0043594735
6.5548037e-4,0.95190334,0.047441192
0.0012141047,0.011176689,0.98760915
0.001581483,0.99365693,0.004761527
0.0011567689,0.9984281,4.1513224e-4
0.25312397,0.59581834,0.15105772
0.12695578,0.4777251,0.39531922
0.010710341,0.98789424,0.001395358
0.0029449079,0.9961754,8.795849e-4
0.9930119,0.005299968,0.0016881714
0.004040063,0.9806411,0.015318799
7.507908e-4,0.0035071282,0.995742
0.37813213,0.2817057,0.34016216
0.0012900284,0.0011089619,0.997601
0.00946386,0.98908466,0.0014514213
0.13013926,0.8005868,0.069273844
5.307055e-4,0.9988594,6.0994644e-4
7.328668e-4,0.9949785,0.0042886087
0.0023605737,0.97619843,0.021440955
4.8555966e-4,0.9980217,0.0014927206
0.0011496536,0.9967097,0.0021406673
0.0015565162,0.9171749,0.081268580000000007
0.004335005,0.5604355,0.4352295
0.0033480595,0.9949315,0.0017203928
0.0017406325,0.6415793,0.35668004
0.0029454457,0.9933791,0.0036754152
0.001166787,0.982919,0.01591421
9.2425494e-4,0.9872306,0.011845247
0.007880989,0.94160336,0.05051557
0.0018637499,0.99399006,0.0041461997
0.00958977,0.0012764307,0.9891338
0.004138597,0.9860573,0.009804087
0.003642227,0.99553204,8.2577096e-4
0.0015774753,0.99364215,0.004780436
8.028321e-4,0.99838686,8.102392e-4
0.0047935937,0.9939778,0.0012286475
9.247185e-4,0.00641403,0.99266124
0.009196759,0.9395597,0.05124355
0.0018699353,0.005538032,0.9925921
0.0036430971,0.9890441,0.007312804
0.004855144,0.008872016,0.9862729
0.0014594449,0.0013602088,0.99718034
0.008807904,0.9875097,0.0036822553
0.0092451675,0.53633165,0.4544232
0.0010135901,0.9959408,0.003045604
0.0014698571,7.034822e-4,0.99782664
0.005569428,0.74599755,0.24843304
0.017407345,0.9646693,0.017923372
0.0013052134,0.861231,0.13746378
0.001392553,0.37582278,0.6227847
0.0017235571,0.09144287,0.9068336
0.010978595,0.9630137,0.026007712
0.0023468547,0.25132123,0.74633193
6.482689e-4,0.9904597,0.008892133
3.0814705e-4,0.0029910435,0.9967008
0.0026002184,0.9941521,0.0032475668
7.5773156e-4,0.99819034,0.0010519625
7.9086e-4,0.9986511,5.5804785e-4
0.0030180232,0.96642435,0.030557575
6.018649e-4,0.9981061,0.0012920283
0.0030018487,0.99495834,0.0020398062
9.05656e-4,0.56269974,0.4363946
0.0012394211,0.99519134,0.0035693422
0.0015027678,0.9713246,0.027172627
5.3646555e-4,0.99880326,6.6017394e-4
8.038901e-4,0.99793184,0.0012643927
4.565967e-4,0.0018443865,0.99769896
0.0014759054,0.03222764,0.96629643
0.006029066,0.327357,0.6666139
0.0010484458,0.9349118,0.06403979
0.0034729543,0.8220965,0.1744305
0.005978858,0.22784072,0.7661804
0.010411794,0.84098935,0.14859891
5.4210203e-4,3.830864e-4,0.9990748
0.017358538,0.19274917,0.7898922
0.00962137,0.8047225,0.18565623
7.2313554e-4,0.003438907,0.9958379
0.0011531278,0.99065745,0.00818941
0.009989742,0.989377,6.3327246e-4
0.0032428894,0.99412197,0.002635108
8.0733496e-4,0.9489395,0.05025319
7.814676e-4,0.006661649,0.9925568
0.003853667,0.10562702,0.89051926
0.003379579,0.106560305,0.89006007
8.1621774e-4,0.006411221,0.9927725
7.0338324e-4,0.3540368,0.64525986
0.0017544023,0.0059124073,0.9923332
0.016629864,0.07449733,0.90887284
0.0029017718,0.9908092,0.0062890113
0.0039360295,0.9952981,7.6592044e-4
6.96819e-4,0.0012669255,0.9980363
4.8909534e-4,0.9937296,0.005781274
0.0032989162,0.0043481435,0.9923529
0.0055707544,0.9514968,0.042932466
0.008287941,0.69494516,0.29676685
5.811922e-4,0.9784759,0.020942869
5.84108e-4,0.9942984,0.0051174797
0.001185234,9.488087e-4,0.997866
0.0037805918,0.98385864,0.012360764
0.9864006,0.011044192,0.0025552
0.8918167,0.071036115,0.03714719
0.008630638,0.23286195,0.75850743
0.005613973,0.9936766,7.094666e-4
0.0013898247,0.8725236,0.12608655
0.01927746,0.6993224,0.2814001
0.0055346554,0.70658606,0.2878793
0.37861434,0.24585089,0.37553483
6.242715e-4,5.516416e-4,0.99882406
0.0068126675,0.6956128,0.29757458
9.800517e-4,0.10353241,0.8954875
0.64161515,0.0121145025,0.34627038
3.744851e-4,0.0010665809,0.99855894
5.712299e-4,0.99783784,0.0015909235
0.15147787,0.836569,0.011953182
0.96781754,0.026062464,0.0061199632
6.6222483e-4,0.00992353,0.9894142
0.003204837,0.9060649,0.09073029
9.2423696e-4,0.5460719,0.45300382
0.0012635451,0.46423557,0.53450084
7.6292554e-4,0.9939903,0.005246792
0.0032557957,0.99460125,0.0021429886
0.012045705,0.98709327,8.610265e-4
0.0036189447,0.98607093,0.010310033
9.956461e-4,0.9982127,7.9166936e-4
0.0010054389,0.9918785,0.007116064
0.0037995172,0.98662764,0.0095728235
