positive_prob,neutral_prob,negative_prob
0.0018429921,0.9954242,0.002732788
0.0030213909,0.40326452,0.5937141
0.96732527,0.027239598,0.0054351185
0.06829853,0.20656319,0.72513825
8.839197e-4,4.41998e-4,0.99867415
0.0048099696,0.14203519,0.85315484
0.28647614,0.0013230985,0.71220076
0.09048798,0.90662855,0.002883472
0.43382373,0.5612484,0.0049278024
0.17353381,0.8224891,0.003977115
0.021921033,0.019876292,0.95820266
0.010041515,0.15570652,0.834252
0.0034803764,0.99585223,6.6743896e-4
0.005215369,0.9847594,0.010025142
0.0016915777,0.034069628,0.9642388
0.8288933,0.04849179,0.12261497
0.71095055,0.28156456,0.0074848286
0.9918024,0.0076027443,5.948028e-4
9.610345e-4,0.99658453,0.0024544878
4.4857134e-4,0.0010901869,0.99846125
4.566199e-4,0.012758819,0.9867845
7.2426593e-4,0.99724483,0.0020309424
